Date,Time,Activity,Variation,Training Type,Set #,Reps,Weight (lb),Notes,Weight_Unit
2025-07-21,,lever seated row,nan,nan,,2.0,17.0,,level
2025-07-21,,lever seated row,nan,nan,,3.0,15.0,,level
2025-07-21,,seated chest fly,nan,nan,,5.0,160.0,,lb
2025-07-21,,dips,nan,nan,,3.0,0.0,,lb
2025-07-21,,lever seated row,nan,nan,,4.0,16.0,,level
2025-07-21,,t-bar row,nan,nan,,5.0,80.0,,lb
2025-07-21,,t-bar row,nan,nan,,5.0,115.0,,lb
2025-07-21,,t-bar row,nan,nan,,5.0,150.0,,lb
2025-07-21,,preacher curl,nan,nan,,1.0,20.0,,lb
2025-07-21,,t-bar row,nan,nan,,4.0,150.0,,lb
2025-07-21,,preacher curl,nan,nan,,5.0,25.0,,lb
2025-07-21,,preacher curl,nan,nan,,5.0,25.0,,lb
2025-07-21,,preacher curl,nan,nan,,3.0,25.0,,lb
2025-07-21,,preacher curl,nan,nan,,2.0,20.0,,lb
2025-07-21,,preacher curl,nan,nan,,6.0,20.0,,lb
2025-07-21,,wrist curls,reverse,nan,,5.0,20.0,,lb
2025-07-21,,wrist curls,nan,nan,,10.0,20.0,,lb
2025-07-21,,wrist curls,reverse,nan,,5.0,25.0,,lb
2025-07-21,,wrist curls,nan,nan,,10.0,25.0,,lb
2025-07-21,,wrist curls,reverse,nan,,5.0,25.0,,lb
2025-07-21,,wrist curls,nan,nan,,7.0,30.0,,lb
2025-07-21,,wrist curls,reverse,nan,,7.0,20.0,,lb
2025-07-21,,wrist curls,nan,nan,,7.0,30.0,,lb
